level_0,artist_uri,term,index,as_of_date
2514,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,4,2023-04-27
2515,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,5,2023-04-27
2516,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,6,2023-04-27
2517,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2023-04-27
2518,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,8,2023-04-27
2519,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,9,2023-04-27
2520,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,10,2023-04-27
2521,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,11,2023-04-27
2522,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,12,2023-04-27
2523,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,13,2023-04-27
2524,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,14,2023-04-27
2525,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,15,2023-04-27
2526,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,16,2023-04-27
2527,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,17,2023-04-27
2528,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,18,2023-04-27
2529,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,19,2023-04-27
2530,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,20,2023-04-27
2531,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,21,2023-04-27
2532,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,22,2023-04-27
2533,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,23,2023-04-27
2534,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,24,2023-04-27
2535,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,25,2023-04-27
2536,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,26,2023-04-27
2537,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,27,2023-04-27
2538,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,28,2023-04-27
2539,spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,29,2023-04-27
2540,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,30,2023-04-27
2541,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,31,2023-04-27
2542,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,32,2023-04-27
2543,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,33,2023-04-27
2544,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,34,2023-04-27
2545,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,35,2023-04-27
2546,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,36,2023-04-27
2547,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,37,2023-04-27
2548,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,long_term,38,2023-04-27
2549,spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,39,2023-04-27
2550,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,40,2023-04-27
2551,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,41,2023-04-27
2552,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,42,2023-04-27
2553,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,43,2023-04-27
2554,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,44,2023-04-27
2555,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,45,2023-04-27
2556,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,46,2023-04-27
2557,spotify:artist:52zMTJCKluDlFwMQWmccY7,long_term,47,2023-04-27
2558,spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,48,2023-04-27
2559,spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,49,2023-04-27
2560,spotify:artist:5RR0MLwcjc87wjSw2JYdwx,long_term,50,2023-04-27
2561,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2023-04-27
2562,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,2,2023-04-27
2563,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,3,2023-04-27
2564,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,4,2023-04-27
2565,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,5,2023-04-27
2566,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,6,2023-04-27
2567,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,7,2023-04-27
2568,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,8,2023-04-27
2569,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,9,2023-04-27
2570,spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,10,2023-04-27
2571,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,11,2023-04-27
2572,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,12,2023-04-27
2573,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,13,2023-04-27
2574,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,14,2023-04-27
2575,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,15,2023-04-27
2576,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,16,2023-04-27
2577,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,17,2023-04-27
2578,spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,18,2023-04-27
2579,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,19,2023-04-27
2580,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,20,2023-04-27
2581,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,21,2023-04-27
2582,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,22,2023-04-27
2583,spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,23,2023-04-27
2584,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,24,2023-04-27
2585,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,25,2023-04-27
2586,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,medium_term,26,2023-04-27
2587,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,27,2023-04-27
2588,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,28,2023-04-27
2589,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,29,2023-04-27
2590,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,30,2023-04-27
2591,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,31,2023-04-27
2592,spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,32,2023-04-27
2593,spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,33,2023-04-27
2594,spotify:artist:1moxjboGR7GNWYIMWsRjgG,medium_term,34,2023-04-27
2595,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,35,2023-04-27
2596,spotify:artist:6iVo62B0bdTknRcrktCmak,medium_term,36,2023-04-27
2597,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,medium_term,37,2023-04-27
2598,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,38,2023-04-27
2599,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,medium_term,39,2023-04-27
2600,spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,40,2023-04-27
2601,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,41,2023-04-27
2602,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,42,2023-04-27
2603,spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,43,2023-04-27
2604,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,medium_term,44,2023-04-27
2605,spotify:artist:2lZFlNiQMLa2fuX3pkXcan,medium_term,45,2023-04-27
2606,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,medium_term,46,2023-04-27
2607,spotify:artist:5qBZETtyzfYnXOobDXbmcD,medium_term,47,2023-04-27
2608,spotify:artist:6QyO41KctzGc70mVaVnXQO,medium_term,48,2023-04-27
2609,spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,49,2023-04-27
2610,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,medium_term,50,2023-04-27
2611,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-04-27
2612,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,2,2023-04-27
2613,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,3,2023-04-27
2614,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,4,2023-04-27
2615,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,5,2023-04-27
2616,spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,6,2023-04-27
2617,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,7,2023-04-27
2618,spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,8,2023-04-27
2619,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,9,2023-04-27
2620,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,10,2023-04-27
2621,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,11,2023-04-27
2622,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,12,2023-04-27
2623,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,short_term,13,2023-04-27
2624,spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,14,2023-04-27
2625,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,15,2023-04-27
2626,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,16,2023-04-27
2627,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,17,2023-04-27
2628,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,18,2023-04-27
2629,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,19,2023-04-27
2630,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,short_term,20,2023-04-27
2631,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,short_term,21,2023-04-27
2632,spotify:artist:5dCvSnVduaFleCnyy98JMo,short_term,22,2023-04-27
2633,spotify:artist:6HvZYsbFfjnjFrWF950C9d,short_term,23,2023-04-27
2634,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,short_term,24,2023-04-27
2635,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,short_term,25,2023-04-27
2636,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,short_term,26,2023-04-27
2637,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,short_term,27,2023-04-27
2638,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,short_term,28,2023-04-27
2639,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,short_term,29,2023-04-27
2640,spotify:artist:6bwp9ObI8FWvMPCIWVBmhl,short_term,30,2023-04-27
2641,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,short_term,31,2023-04-27
2642,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,short_term,32,2023-04-27
2643,spotify:artist:7oPftvlwr6VrsViSDV7fJY,short_term,33,2023-04-27
2644,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,short_term,34,2023-04-27
2645,spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,35,2023-04-27
2646,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,short_term,36,2023-04-27
2647,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,37,2023-04-27
2648,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,short_term,38,2023-04-27
2649,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,39,2023-04-27
2650,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,short_term,40,2023-04-27
2651,spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,short_term,41,2023-04-27
2652,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,1,2023-04-24
2653,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,2,2023-04-24
2654,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,3,2023-04-24
2655,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,4,2023-04-24
2656,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,5,2023-04-24
2657,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,6,2023-04-24
2658,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,7,2023-04-24
2659,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,8,2023-04-24
2660,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,9,2023-04-24
2661,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,10,2023-04-24
2662,spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,11,2023-04-24
2663,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,12,2023-04-24
2664,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,13,2023-04-24
2665,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,14,2023-04-24
2666,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,15,2023-04-24
2667,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,16,2023-04-24
2668,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,17,2023-04-24
2669,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,18,2023-04-24
2670,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,19,2023-04-24
2671,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,20,2023-04-24
2672,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,21,2023-04-24
2673,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,22,2023-04-24
2674,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,23,2023-04-24
2675,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,24,2023-04-24
2676,spotify:artist:1HY2Jd0NmPuamShAr6KMms,long_term,25,2023-04-24
2677,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,26,2023-04-24
2678,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,long_term,27,2023-04-24
2679,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,28,2023-04-24
2680,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,29,2023-04-24
2681,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,long_term,30,2023-04-24
2682,spotify:artist:6vWDO969PvNqNYHIOW5v0m,long_term,31,2023-04-24
2683,spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,32,2023-04-24
2684,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,long_term,33,2023-04-24
2685,spotify:artist:26dSoYclwsYLMAKD3tpOr4,long_term,34,2023-04-24
2686,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,35,2023-04-24
2687,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,36,2023-04-24
2688,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,long_term,37,2023-04-24
2689,spotify:artist:2019zR22qK2RBvCqtudBaI,long_term,38,2023-04-24
2690,spotify:artist:0du5cEVh5yTK9QJze8zA0C,long_term,39,2023-04-24
2691,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,long_term,40,2023-04-24
2692,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,long_term,41,2023-04-24
2693,spotify:artist:1eTft3tXynrKdo6XD7QHLL,long_term,42,2023-04-24
2694,spotify:artist:0EmeFodog0BfCgMzAIvKQp,long_term,43,2023-04-24
2695,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,long_term,44,2023-04-24
2696,spotify:artist:04gDigrS5kc9YWfZHwBETP,long_term,45,2023-04-24
2697,spotify:artist:00FQb4jTyendYWaN8pK0wa,long_term,46,2023-04-24
2698,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,long_term,47,2023-04-24
2699,spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,48,2023-04-24
2700,spotify:artist:1moxjboGR7GNWYIMWsRjgG,long_term,49,2023-04-24
2701,spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,50,2023-04-24
2702,spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,1,2023-04-24
2703,spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,2,2023-04-24
2704,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,3,2023-04-24
2705,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,4,2023-04-24
2706,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,5,2023-04-24
2707,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,6,2023-04-24
2708,spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,7,2023-04-24
2709,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,8,2023-04-24
2710,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,9,2023-04-24
2711,spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,10,2023-04-24
2712,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,11,2023-04-24
2713,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,12,2023-04-24
2714,spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,13,2023-04-24
2715,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,14,2023-04-24
2716,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,15,2023-04-24
2717,spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,16,2023-04-24
2718,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,17,2023-04-24
2719,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,18,2023-04-24
2720,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,19,2023-04-24
2721,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,20,2023-04-24
2722,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,21,2023-04-24
2723,spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,22,2023-04-24
2724,spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,23,2023-04-24
2725,spotify:artist:68KmkJeZGfwe1OUaivBa2L,medium_term,24,2023-04-24
2726,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,medium_term,25,2023-04-24
2727,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,medium_term,26,2023-04-24
2728,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,medium_term,27,2023-04-24
2729,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,medium_term,28,2023-04-24
2730,spotify:artist:4S0q5n7ZzNzeiW0dAUnYHl,medium_term,29,2023-04-24
2731,spotify:artist:6iVo62B0bdTknRcrktCmak,medium_term,30,2023-04-24
2732,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,medium_term,31,2023-04-24
2733,spotify:artist:6Ayc7FBYR3HjkGQb7SZrzQ,medium_term,32,2023-04-24
2734,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,medium_term,33,2023-04-24
2735,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,medium_term,34,2023-04-24
2736,spotify:artist:00FQb4jTyendYWaN8pK0wa,medium_term,35,2023-04-24
2737,spotify:artist:0du5cEVh5yTK9QJze8zA0C,medium_term,36,2023-04-24
2738,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,medium_term,37,2023-04-24
2739,spotify:artist:5qBZETtyzfYnXOobDXbmcD,medium_term,38,2023-04-24
2740,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,39,2023-04-24
2741,spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,40,2023-04-24
2742,spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,41,2023-04-24
2743,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,medium_term,42,2023-04-24
2744,spotify:artist:2iE18Oxc8YSumAU232n4rW,medium_term,43,2023-04-24
2745,spotify:artist:5RR0MLwcjc87wjSw2JYdwx,medium_term,44,2023-04-24
2746,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,medium_term,45,2023-04-24
2747,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,46,2023-04-24
2748,spotify:artist:6QyO41KctzGc70mVaVnXQO,medium_term,47,2023-04-24
2749,spotify:artist:6vWDO969PvNqNYHIOW5v0m,medium_term,48,2023-04-24
2750,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,49,2023-04-24
2751,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,medium_term,50,2023-04-24
2752,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2023-04-24
2753,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,2,2023-04-24
2754,spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,3,2023-04-24
2755,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,4,2023-04-24
2756,spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,5,2023-04-24
2757,spotify:artist:6uNxlIP5lzPFf0BHuELOuX,short_term,6,2023-04-24
2758,spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,7,2023-04-24
2759,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,8,2023-04-24
2760,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,9,2023-04-24
2761,spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,10,2023-04-24
2762,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,11,2023-04-24
2763,spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,12,2023-04-24
2764,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,short_term,13,2023-04-24
2765,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,short_term,14,2023-04-24
2766,spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,15,2023-04-24
2767,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,16,2023-04-24
2768,spotify:artist:5dCvSnVduaFleCnyy98JMo,short_term,17,2023-04-24
2769,spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,18,2023-04-24
2770,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,19,2023-04-24
2771,spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,20,2023-04-24
2772,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,short_term,21,2023-04-24
2773,spotify:artist:6HvZYsbFfjnjFrWF950C9d,short_term,22,2023-04-24
2774,spotify:artist:0FRUZvZNPzM3YJMABJxf2K,short_term,23,2023-04-24
2775,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,short_term,24,2023-04-24
2776,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,25,2023-04-24
2777,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,short_term,26,2023-04-24
2778,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,short_term,27,2023-04-24
2779,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,short_term,28,2023-04-24
2780,spotify:artist:06HL4z0CvFAxyc27GXpf02,short_term,29,2023-04-24
2781,spotify:artist:1moxjboGR7GNWYIMWsRjgG,short_term,30,2023-04-24
2782,spotify:artist:630wzNP2OL7fl4Xl0GnMWq,short_term,31,2023-04-24
2783,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,short_term,32,2023-04-24
2784,spotify:artist:6bwp9ObI8FWvMPCIWVBmhl,short_term,33,2023-04-24
2785,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,short_term,34,2023-04-24
2786,spotify:artist:7oPftvlwr6VrsViSDV7fJY,short_term,35,2023-04-24
2787,spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,short_term,36,2023-04-24
2788,spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,37,2023-04-24
2789,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,short_term,38,2023-04-24
2790,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,39,2023-04-24
2791,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,short_term,40,2023-04-24
2792,spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,short_term,41,2023-04-24
2793,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2023-04-21
2794,spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,2,2023-04-21
2795,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,3,2023-04-21
2796,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,4,2023-04-21
2797,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,5,2023-04-21
2798,spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,6,2023-04-21
2799,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,7,2023-04-21
2800,spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,8,2023-04-21
2801,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,9,2023-04-21
2802,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,10,2023-04-21
2803,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,11,2023-04-21
2804,spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,12,2023-04-21
2805,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,13,2023-04-21
2806,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,14,2023-04-21
2807,spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,15,2023-04-21
2808,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,16,2023-04-21
2809,spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,17,2023-04-21
2810,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,18,2023-04-21
2811,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,19,2023-04-21
2812,spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,20,2023-04-21
2813,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,21,2023-04-21
2814,spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,22,2023-04-21
2815,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,23,2023-04-21
2816,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,long_term,24,2023-04-21
2817,spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,25,2023-04-21
2818,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,26,2023-04-21
2819,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,27,2023-04-21
2820,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,28,2023-04-21
2821,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,29,2023-04-21
